yearmonth	lat	lon	family	familykey	genus	genuskey	species	specieskey
2013-12	38.71	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	39.797262	3.026293	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.59	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.941	2.174	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	41.355	2.062	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	41.778	2.104	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	42.415497	-2.15658	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	42.136336	-2.657179	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.75	-0.37	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-03	39.76	-1.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-06	39.666731	2.504196	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-05	38.76	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.31	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.43731	3.042158	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	39.12	-1.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	41.751	0.77	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	38.69	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.334358	-6.192091	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.920628	-4.482001	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-04	39.668861	-5.826283	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	40.741039	-3.839679	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.751651	-0.812713	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-06	41.534	1.916	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-04	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	39.63	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-06	43.48256	-6.15883	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2014-06	39.7	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-12	39.63	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	41.417178	-3.968554	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-07	39.67	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	36.888829	-5.020314	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	43.307871	-4.212158	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-04	40.1	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	38.55	-0.73	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.999489	-2.984562	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.3	1.272	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	40.65	-3.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-06	43.229887	-2.767867	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1997-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-08	41.798427	2.536583	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-11	42.45949	-8.421899	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-05	38.77	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-06	40.03	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-10	40.911226	-6.7361	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-01	39.787203	2.921097	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2016-01	40.497294	-6.800747	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.2	-1.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.25	-1.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.588817	3.252453	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-08	39.31	-0.58	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.686112	2.809293	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-01	41.889	2.657	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.703928	-1.538307	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	39.76	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	38.06884	-3.357069	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2007-06	40.23	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-11	39.92	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	38.58	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	39.57361	-4.525751	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-12	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-08	39.88	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-09	40.1	-1.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-01	40.89247	-3.995022	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.53	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	37.614309	-6.372998	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	39.709423	2.951237	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-06	39.845257	3.031747	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-12	39.809929	3.096605	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-07	38.206818	-7.084177	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-11	38.66	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	39.918575	3.012977	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-09	42.148	1.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	40.059741	-6.021317	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	39.988428	-3.765446	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.486	1.701	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	42.204918	-0.396313	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-07	38.74	-0.46	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-07	38.74	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	40.49	0.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	38.9	-0.31	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.28	0.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	37.98	-6.82	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	38.57	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	41.601	1.543	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	39.56	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.168	0.912	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-02	39.138408	-5.489286	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2001-03	39.88	-0.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-07	42.576691	-7.078114	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2014-04	39.884059	-6.055036	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	38.67	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	42.8796	-4.071954	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-09	40.57	0.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	43.365955	-7.020333	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-11	38.56	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	36.721989	-5.153843	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	37.883724	-5.764765	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	39.289207	-6.968745	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	42.91	-4.43	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-01	43.364256	-3.625538	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.08	-0.81	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	39.69	-1.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	38.71	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.25	-1.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-11	39.740669	2.946161	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-04	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	39.58	-0.68	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	41.683	0.952	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	38.7	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	42.902747	-2.313015	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.024	1.449	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	39.66818	-5.82566	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.69	-0.58	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-12	41.752388	2.332436	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	40.49	0.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-03	39.710359	2.94888	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-11	39.667275	2.686602	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-06	37.97	-6.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.194	0.839	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	39.85	-0.98	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	40.08	0.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	41.682	2.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	37.949459	-5.631729	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	42.631	1.104	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	36.73483	-4.89104	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	38.88	-0.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-03	39.67	-1.19	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-04	37.626914	-3.538662	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-10	43.177317	-4.601011	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-06	42.801447	-0.98877	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-03	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	39.73	-1.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.824276	-1.526305	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	41.627	1.41	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.836567	-2.965323	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	40.08	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	42.358	3.055	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	42.044885	2.071368	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-03	40.47	0.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	40.121204	-5.852816	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-05	40.925	0.441	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	40.54	0.01	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	42.069	0.916	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	40.973373	-0.836778	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	37.0926	-2.7469	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.705372	-1.535743	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	38.67	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	42.767	0.672	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-07	43.366667	-6.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	43.075676	-4.545113	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-04	40.06	-1.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	39.568393	3.067478	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-07	39.701996	2.893257	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-07	39.680142	2.849085	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-12	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	42.33884	-2.078927	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	42.575835	-4.558248	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	37.409386	-4.716944	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.365	0.869	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	41.871	2.513	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	41.591	1.459	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	39.81	-0.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	42.941203	-7.144181	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-05	42.040512	2.081335	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-06	42.704595	-7.061209	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-08	41.249733	-5.990156	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	37.850303	-5.920088	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	39.561081	3.257625	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-12	43.505869	-5.798011	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-09	38.67	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	42.911881	-7.228496	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-06	37.920502	-4.763669	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	36.638456	-4.78503	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	38.56	-0.99	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.168	0.9	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-10	41.462	2.025	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-11	42.027	1.11	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-03	39.61	-0.68	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.62	-0.9	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-11	40.979542	-3.973746	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-11	38.76	-0.9	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-08	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	38.7	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	43.307892	-4.212186	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-04	41.57	1.963	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	41.281	1.884	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.13	1.361	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.14	0.853	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	41.662	2.166	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	39.85	-1.01	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	39.364952	-6.723142	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	41.5	2.216	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	41.793477	1.633104	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.565	0.936	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-11	42.434	1.913	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-10	39.53	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-01	39.17	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.6	-0.97	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-04	40.907099	0.134432	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-07	41.236253	-5.930557	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.682191	2.638187	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	39.13	-1.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	38.81	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	40.824	0.386	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	37.11	-4.29	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.57	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-05	43.243215	-7.54877	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2003-11	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.68	0.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-08	43.571697	-6.280214	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-12	41.218565	-6.104794	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	40.825833	0.429444	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	38.67	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	37.9	-6.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	43.205275	-1.810545	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	42.159	0.901	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	41.558	1.688	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	39.836453	-5.987598	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	42.085	2.172	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-07	41.641	1.866	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	38.67	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	43.547624	-8.047711	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-04	41.96	2.283	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	43.162014	-7.70116	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2004-11	39.71	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	42.55	1.31	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	39.75	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	39.15	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	38.7	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-08	41.248354	-5.991202	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-10	38.78	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-12	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-12	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	39.367487	2.890878	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-02	42.937292	-1.685049	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.59	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	41.763	2.453	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	39.79	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	41.529	1.532	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	38.728911	-0.684964	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1994-10	39.1	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.28	-0.91	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.58	-0.97	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-03	38.65	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	40.878691	-4.712405	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-10	42.194414	2.879178	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.35	0.36	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-08	39.500106	3.197828	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-05	41.667	1.745	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	41.509	2.216	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	40.056271	0.011787	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.375	1.452	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	40.32	0.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	42.366725	-2.022407	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	42.76	-0.86	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-03	40.06	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-03	41.222052	-6.084709	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	38.65	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	42.131	0.877	Mustelidae	5307	Martes	2433765	Martes foina	5218887
